Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Best_C,Best_Kernel,Best_Gamma
WFC,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.0499396408694115,-0.03467943533843768,1,0.2,linear,scale
PFE,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.06731218220939719,-0.0031876967418996947,0,0.6,linear,scale
PCG,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.1258426319808388,0.16411931206482988,1,0.7,linear,scale
RIG,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.4189906881971909,-0.0912743361287523,0,0.3,linear,scale
CCL,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.32843364890891713,0.04703966537362081,1,0.5,linear,scale
B,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.10785385535636449,0.04078596357939168,1,0.1,linear,scale
CSCO,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.09854646208491041,0.06296074224884411,0,0.5,linear,scale
HAL,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.01589906519522128,-0.20799743267242812,0,0.1,linear,scale
LOW,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.09299538867298437,0.13550388675882769,1,0.8,linear,scale
CSX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.0034592061761191933,-0.19829702503016522,0,0.1,linear,scale
WDC,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.12488511027928599,-0.11515513988317251,1,0.4,linear,scale
NOK,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.7860115359640272,-0.1380960886146441,1,1.0,linear,scale
HD,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.07941826508459006,0.04515441687413989,0,0.4,linear,scale
MNST,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.1654543985179256,-0.06906014921200851,1,0.5,linear,scale
SBUX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.1857407382211982,0.03679841390097279,1,0.3,linear,scale
RF,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.31816058083795506,-0.07847551094042204,1,0.5,linear,scale
IPG,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.005298437285083524,0.06629480271789559,1,0.7,linear,scale
VLY,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.06008919509776147,-0.37432853981168684,0,0.8,linear,scale
UNH,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.1232981856489013,0.044410979326395345,0,1.0,linear,scale
NGD,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-1.0560903614251878,-0.5779142975703155,1,0.2,linear,scale
HL,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.6597588033548805,-0.057481912204420116,1,0.2,linear,scale
SLB,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.019173730302453403,0.08585353374444718,1,0.5,linear,scale
CMCSA,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.19700319138133524,-0.31536879040916305,0,0.1,linear,scale
EXAS,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.28868027762374104,0.673981498354526,1,0.6,linear,scale
BAX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.2599858151512435,0.12716020650926319,1,0.1,linear,scale
NEE,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.09246668220234826,0.21838033551926625,1,0.9,rbf,auto
BKR,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.2862703305385152,-0.4806896369511434,0,0.3,linear,scale
AMD,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.19697877611787667,-0.006414874385442096,1,1.0,linear,scale
LEN,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.230829298634908,-0.43296422241814453,0,0.8,linear,scale
KO,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.23633536735209293,-0.08421554255589331,1,0.7,linear,scale
CPRT,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.029378188661720747,-0.12212557470467075,0,0.2,linear,scale
BP,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.23662418612904249,-0.19284104754091386,0,1.0,linear,scale
XOM,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.1891332168678097,0.025132457825454216,0,0.6,linear,scale
JHX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.02422555112233508,-0.1600205478154439,0,0.7,linear,scale
ABT,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.017688499639403228,-0.13671380072900038,0,0.1,linear,scale
ITUB,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.008900429543388249,-0.3014071612903356,0,0.4,linear,scale
^VIX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.9627150627542589,-0.599123417616566,1,0.7,rbf,0.01
APA,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.24824692727626893,-0.03771772915594441,1,0.5,linear,scale
SHEL,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.10014615696197463,-0.21326946180523504,0,0.3,linear,scale
CNQ,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.1676273819727242,-0.2293152394388084,0,0.1,linear,scale
TEVA,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.16155206309222012,-0.08713558560852566,0,0.1,linear,scale
BCS,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.10147534861575981,0.1735999690401837,1,0.9,linear,scale
LYG,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.21962930613832882,-0.2531789801653505,0,0.6,linear,scale
TSCO,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.034557571338385766,0.035438157277303,1,0.1,linear,scale
VZ,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.009199983014232504,-0.0290736711892096,0,0.1,linear,scale
BMY,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.10287926321600023,0.03753062697436682,1,0.6,linear,scale
NEM,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.08688186401477985,0.019523703598466082,1,0.7,linear,scale
USB,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.07459330590714991,-0.1722183577055459,0,0.8,linear,scale
CLF,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.33765628168477685,0.18373151587799397,1,0.4,rbf,auto
BBD,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.11819146140296419,0.15438209867862085,1,0.2,linear,scale
DIS,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.07192222375648079,-0.05429035631352067,1,0.1,linear,scale
LUV,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.05040724775385949,0.01652356184076989,0,0.2,linear,scale
WIT,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.06280973347743213,-0.17190919368443908,0,0.5,linear,scale
BSX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.3661731395452286,-0.15528770849495138,0,0.9,linear,scale
BB,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.42512836416253535,-0.09375113422300252,1,1.0,linear,scale
LNW,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.16438435357575892,-0.38340047158273804,0,0.5,linear,scale
CVX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.08558574368119382,0.030394469293264163,0,0.3,linear,scale
BBWI,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.17269777404061543,0.2052507317690879,1,0.1,linear,scale
FAST,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.15122907663630847,-0.16652742860187272,0,0.1,linear,scale
CCJ,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.14037917174894893,-0.025452601089866918,1,0.1,linear,scale
GOOG,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.030764860074209276,0.19356692695603314,1,0.6,linear,scale
ES,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.14185283617463668,-0.045942035300415435,0,0.4,rbf,scale
KR,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.012180617432748014,-0.13910284608664095,0,0.6,linear,scale
HPQ,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.24535012258860248,0.032916784146944815,0,0.3,linear,scale
IRM,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.0686415504608394,-0.15053201903629626,0,0.4,linear,scale
ON,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.19938965832724895,-0.17801237893821792,1,0.1,linear,scale
AZN,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.15674868854188898,0.07388328281520039,1,1.0,linear,scale
TGT,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.14608802962348771,0.0660404039040814,0,0.2,linear,scale
HST,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.024034780517430222,0.026766073456506567,1,0.3,linear,scale
T,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.11685007192798569,0.022128760404542803,0,0.2,linear,scale
GOOGL,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.09980125125860642,-0.04738015878947925,1,0.1,linear,scale
LUMN,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.14739980679126738,-0.11867860184006887,0,0.5,linear,scale
VALE,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.7489541927179157,-0.09816088853784627,1,0.2,linear,scale
TJX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.06165870164991277,0.01612483165311253,1,0.3,linear,scale
CRM,2020-08-17,2021-02-16,2021-02-17,2021-08-16,0.28755195251209426,-0.08851255348738556,0,0.2,linear,scale
NFLX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.42176204257218164,0.11729979083799041,1,0.9,rbf,scale
LRCX,2020-08-17,2021-02-16,2021-02-17,2021-08-16,-0.2333534638640427,-0.30003243719578515,0,0.1,linear,scale
CDE,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.34080863824365404,0.25060742037586287,1,1.0,rbf,scale
ORCL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.025140293532875946,0.11035830468663547,1,0.7,linear,scale
AMZN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.15760589657965435,-0.035210636824210044,0,0.2,linear,scale
ASX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.227700003233902,-0.22135025484387155,1,0.9,linear,scale
PTEN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.33563373044416117,-0.6641681277279544,0,0.2,linear,scale
FHN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.4663704052319155,-0.20126319653410615,1,0.8,linear,scale
KMB,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.038257747525816205,-0.16333668404732343,0,0.9,linear,scale
OXY,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.16814013076254408,-0.3396161783224418,0,1.0,rbf,auto
ERIC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.11942033522055402,-0.07260055807565213,1,0.5,linear,scale
AES,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.15859235944608863,0.038637122050412795,1,1.0,rbf,auto
MSTR,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.3220088266698441,0.3715939062574408,1,0.5,rbf,0.01
MRK,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.0015591678337942925,0.2468715625738559,1,0.2,linear,scale
NVDA,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.044851673013267444,0.5240938544248314,1,1.0,rbf,0.01
CAG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.09222530063028733,0.03288687548001809,0,0.1,linear,scale
MCHP,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.4495599644590725,-0.13199221479752798,1,0.1,linear,scale
FE,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1337890212366216,-0.03222646748203822,1,1.0,linear,scale
BA,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.09219497934591633,-0.1445483187825681,0,0.5,linear,scale
NVO,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.06666979128093661,0.19388410233919684,1,0.3,linear,scale
EQT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.04379329104298329,0.02070920262404932,0,0.9,linear,scale
INFY,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.010554868813559798,0.15558051049079608,1,0.4,linear,scale
UMC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.014772678068539801,-0.10434037209517825,0,0.6,rbf,auto
JNJ,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.06255793692914767,-0.06266079640392276,0,0.5,linear,scale
PBR-A,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.058170088702838255,-0.09923032972937582,0,0.1,linear,scale
KEY,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.28277966156573026,-0.11969342156224197,1,0.6,linear,scale
CNC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.09689358885098479,-0.00890426424538315,0,0.2,linear,scale
MDLZ,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.03882214446632521,-0.0527559234373177,0,0.3,linear,scale
MDT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.040471892138149904,0.03397579549869302,0,0.3,linear,scale
GAP,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.062421135386974906,-0.13329214632674294,0,0.1,linear,scale
MSFT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1257719557348606,-0.08156105795208692,1,0.1,linear,scale
GSK,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.0570590424877311,-0.02310871988251379,1,0.2,linear,scale
TXN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.14709621375106102,-0.06888316558129164,1,0.9,rbf,auto
GGB,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.08772490239212791,0.13529610937269584,1,0.9,linear,scale
KGC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.14174897200230452,0.3669365828167798,1,0.8,linear,scale
PLUG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1241603860086806,0.4422782447932788,1,0.3,linear,scale
INTC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.23798204559961983,-0.213465421111222,1,1.0,rbf,scale
ABEV,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.00253505908951082,-0.23733968710030273,0,0.9,linear,scale
FCX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.39388457275397376,0.3264982927283452,0,0.3,linear,scale
EQNR,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.05585002167747449,0.023536866815069057,1,0.7,linear,scale
NKE,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.13568972304430985,-0.0388517058980495,0,0.7,linear,scale
AAPL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1922327604170414,0.0981017779249337,1,0.3,linear,scale
AMAT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.29527333016822355,-0.40913228906325155,0,0.2,linear,scale
IAG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.5299606364179358,-0.4936911027438548,1,0.1,linear,scale
HBAN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.11462317514094784,0.19245198209047135,1,1.0,rbf,scale
F,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.07812497639592197,0.18885272681165038,1,0.3,linear,scale
BAC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.05057348875794327,-0.12797935311988798,0,0.3,linear,scale
TU,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.0446023069708817,-0.0548494588249817,0,0.8,linear,scale
MRVL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.45096898654804707,0.15657206272581572,1,0.1,linear,scale
QCOM,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.2540895184179817,0.47362610146793516,1,0.6,rbf,scale
EXC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.011854741749827594,0.0587366040329141,1,0.1,linear,scale
PBR,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.20119536178287187,-0.330936876151301,0,0.1,linear,scale
TSM,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.14538863470292693,0.1067626396425171,1,0.3,linear,scale
CTRA,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.255565926653755,0.2550740699428482,1,0.1,linear,scale
VTRS,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.13524057761311647,0.005185988664280106,0,0.4,linear,scale
MU,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.3711258947325431,-0.10182421150198144,1,0.5,linear,scale
C,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.02356871634707768,-0.07378965806535831,0,0.1,linear,scale
DVN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.3489611426519202,-0.22712362598551994,1,0.9,linear,scale
WMT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.10961575313881787,0.18440734619396495,1,0.3,linear,scale
APH,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.029101162535808914,0.1743126907250082,1,0.5,linear,scale
MS,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.14066116078622296,-0.028951637097034324,0,0.2,linear,scale
PPL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.10238754271806959,-0.03503365639692049,1,0.7,linear,scale
SONY,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.13444106700880448,0.11659723238397349,0,0.1,linear,scale
WFC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.3146396976042942,-0.1515739502679715,1,0.1,linear,scale
PFE,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.018818083509546706,-0.2971073079320729,0,0.6,linear,scale
PCG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.1648077033930502,-0.3294419455597084,0,0.2,linear,scale
RIG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-1.2264004498341154,-1.0551669381100053,1,0.8,rbf,auto
CCL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.18400683558998907,0.05439589295378426,1,0.5,linear,scale
B,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.16629016028942403,0.02346386121587591,0,0.9,linear,scale
CSCO,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.06004820373850642,0.12745153006800614,1,0.2,linear,scale
HAL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.39179524822149353,-0.12436513177688174,1,0.9,linear,scale
LOW,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.1257654959163596,-0.08866967869442523,0,0.6,linear,scale
CSX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.10920161531423059,0.05436153312129598,1,1.0,linear,scale
WDC,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.023438448765297926,-0.2129286184214919,0,0.5,rbf,scale
NOK,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.0011076115844075463,0.07725074807901039,1,0.6,linear,scale
HD,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.23508510811562522,-0.0749518086015134,0,1.0,linear,scale
MNST,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1841718811354666,-0.03313910733687497,1,0.3,linear,scale
SBUX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.0029924979559754466,0.08069141361205599,1,0.1,linear,scale
RF,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.10843989359269408,0.09811176871119537,1,0.1,linear,scale
IPG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.015051792912912821,-0.27402154197122364,0,0.5,linear,scale
VLY,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.37251014301719493,-0.0723825273291954,1,0.1,linear,scale
UNH,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1130857329380022,0.045066567311475,1,0.9,linear,scale
NGD,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.30437916486435035,-0.48137947771558565,0,0.3,linear,scale
HL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.3787004921751963,0.20094796851494814,1,0.6,linear,scale
SLB,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.05046386633700402,-0.19309843089562728,0,0.2,linear,scale
CMCSA,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.07545595373630529,-0.02899120172535892,1,0.7,linear,scale
EXAS,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.412847020698951,-0.43988167690111507,0,0.3,linear,scale
BAX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.05770471787914598,0.11234779694616912,1,0.1,linear,scale
NEE,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.10932312963545893,-0.0433633539865102,0,0.3,linear,scale
BKR,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.2791087825515931,0.22146403146366225,1,0.5,linear,scale
AMD,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.001489237510045295,0.09805690981038928,1,0.1,linear,scale
LEN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.6249577981263225,-0.016293981552829892,1,0.8,linear,scale
KO,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.05373922429873931,-0.0042012631759629085,1,0.5,linear,scale
CPRT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.11447343382130443,0.16570843520034162,1,0.4,linear,scale
BP,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.09689654017815968,0.15621182875832418,1,0.2,linear,scale
XOM,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.04021072824930351,0.21244887034516338,1,1.0,linear,scale
JHX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1182699718618551,0.40348474435194437,1,0.6,linear,scale
ABT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1891080797417312,0.14391270989361882,1,0.5,linear,scale
ITUB,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.15750086951398679,-0.6332213670682961,0,0.1,linear,scale
^VIX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.7511615900937388,-0.2004836203593793,1,0.2,linear,scale
APA,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.17060730980043173,-0.047025407407832266,1,0.5,linear,scale
SHEL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.0434888417139484,-0.04263747119654439,0,0.7,linear,scale
CNQ,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.01810451811907137,0.029859992926339514,1,0.2,linear,scale
TEVA,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.10479024717407301,0.17328357165942557,1,1.0,linear,scale
BCS,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.049753173318798125,-0.14205785531238238,0,0.8,linear,scale
LYG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.2327637085964035,0.06771337471590667,1,0.7,linear,scale
TSCO,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.03643431689072725,-0.11130938943379352,0,0.8,linear,scale
VZ,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.022956920672153703,0.0449799056241656,1,0.1,linear,scale
BMY,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.0692049860968775,-0.04640230550824488,0,0.3,linear,scale
NEM,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.12576401685400485,-0.2137611187512851,0,0.3,linear,scale
USB,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1947193501376994,-0.09021035360601838,1,0.2,linear,scale
CLF,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.7148775866353078,0.32863864423318184,0,0.5,rbf,auto
BBD,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.08219126212307126,-0.43604543172562765,0,0.9,linear,scale
DIS,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.115550289593559,0.2668622916714024,1,0.4,linear,scale
LUV,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.018093229068836446,0.11181690523852567,1,0.2,linear,scale
WIT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1113925135581227,0.2741108585598097,1,0.9,linear,scale
BSX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.02414717123456842,-0.16108662411855512,0,0.8,linear,scale
BB,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.13605239592436516,0.11531889469907536,1,1.0,linear,scale
LNW,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.15443861552529273,-0.39816168540176167,0,0.6,linear,scale
CVX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.1285444761248811,0.06289556795187673,0,0.3,linear,scale
BBWI,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.007479095046839267,-0.7155444286054717,0,0.8,rbf,scale
FAST,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.12001493792057977,0.1284905871459571,1,0.4,linear,scale
CCJ,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.004617835598652146,0.4043130781058351,1,0.3,linear,scale
GOOG,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.06090683985045161,0.019429644258691404,1,0.1,linear,scale
ES,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.02277321727049801,0.018284089093877704,1,0.2,linear,scale
KR,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.08587340518740534,-0.16410456648840013,0,0.2,linear,scale
HPQ,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.04178171623544039,0.09555317436261773,1,0.2,linear,scale
IRM,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.044905586954917406,0.1022548710336642,1,0.1,linear,scale
ON,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.18018986533489662,0.38882459586448503,1,0.2,linear,scale
AZN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.05788460407916027,0.019038931376055123,0,0.7,linear,scale
TGT,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.0823761268363228,-0.15391588502055517,0,0.1,linear,scale
HST,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.08087262094086739,-0.059741237420314494,1,0.7,linear,scale
T,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.020754465103123905,-0.10884201450201311,0,0.8,linear,scale
GOOGL,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.09067602949601132,0.0715171722534701,1,0.1,linear,scale
LUMN,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.1783151772094333,0.130911101338611,1,0.5,linear,scale
VALE,2021-02-17,2021-08-16,2021-08-17,2022-02-14,0.02243476964292206,0.0744347004850398,1,0.3,linear,scale
TJX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.09454785763906362,0.09680772057383707,1,0.8,rbf,auto
CRM,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.01271807279894962,0.15343474212821964,1,0.1,linear,scale
NFLX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.06082360917816209,0.390438310072292,1,0.1,linear,scale
LRCX,2021-02-17,2021-08-16,2021-08-17,2022-02-14,-0.5535419081690552,-0.2959804595299443,1,0.7,linear,scale
CDE,2021-08-17,2022-02-14,2022-02-15,2022-08-16,0.4797764358735741,-0.5192197703489484,0,0.3,linear,scale
ORCL,2021-08-17,2022-02-14,2022-02-15,2022-08-16,-0.0086778059101289,-0.16170952240147182,0,0.1,linear,scale
AMZN,2021-08-17,2022-02-14,2022-02-15,2022-08-16,0.012223409491189491,0.06055134311805571,1,0.1,linear,scale
ASX,2021-08-17,2022-02-14,2022-02-15,2022-08-16,-0.31526683942474837,-0.31580978657165093,0,0.5,linear,scale
