Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Train < Test,Trigger_Up,Trigger_Down
PBR,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.2974565272607323,0.41542399311400435,1,0.99,-0.01
MU,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.32470421910737873,0.3280402516704506,1,0.01,-0.99
EXAS,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.4933894560576169,0.08366134544707628,0,0.7722222222222221,-0.7722222222222221
AMD,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.6876597558038997,-0.29106102182832677,0,0.5544444444444444,-0.01
^VIX,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.43924721437590836,-0.1703099720667366,0,0.99,-0.99
CLF,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.7748095109226281,0.08444804802568569,0,0.01,-0.01
BB,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.19659002336267972,0.7065016518863074,1,0.99,-0.22777777777777777
LNW,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.5046671956144559,-0.6634343987993528,0,0.5544444444444444,-0.01
ON,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.43581813905291866,0.1261056601839097,0,0.11888888888888888,-0.6633333333333333
LRCX,2013-08-14,2014-02-12,2014-02-13,2014-08-13,0.13290973793833172,0.3555792985295381,1,0.22777777777777777,-0.99
PTEN,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.1350756920136848,-0.14387244973822513,0,0.99,-0.99
UMC,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.43614123324114223,0.001346477685479291,0,0.01,-0.01
BAC,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.13955524523208346,0.12460509438391375,0,0.01,-0.22777777777777777
PBR,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.10787433383069561,0.06912489102012975,0,0.33666666666666667,-0.99
MS,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.1934500247573704,0.09535192712904259,0,0.33666666666666667,-0.22777777777777777
LOW,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.13228907263524017,0.3778164443940565,1,0.01,-0.99
LEN,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.26767254864009093,-0.3071625812054301,0,0.8811111111111111,-0.22777777777777777
TSCO,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.1196257479359242,-0.018567682248892485,0,0.7722222222222221,-0.99
BBD,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.38429762246886473,0.19961117309780543,0,0.01,-0.99
WIT,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.3826323089958733,-0.30187303233963586,0,0.01,-0.01
BB,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.22545595062988058,-0.046890945209122084,0,0.8811111111111111,-0.8811111111111111
LNW,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.6406752202224235,0.2896190377106708,0,0.7722222222222221,-0.22777777777777777
CCJ,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.16681456483678248,-0.2539571080396117,0,0.99,-0.7722222222222221
GOOG,2014-02-13,2014-08-13,2014-08-14,2015-02-12,0.1122398414772401,0.218657335077578,1,0.6633333333333333,-0.99
PTEN,2014-08-14,2015-02-12,2015-02-13,2015-08-13,0.6718324362150699,-0.07157049717994468,0,0.6633333333333333,-0.8811111111111111
GGB,2014-08-14,2015-02-12,2015-02-13,2015-08-13,0.6023780244114726,-0.7251582755196236,0,0.6633333333333333,-0.33666666666666667
F,2014-08-14,2015-02-12,2015-02-13,2015-08-13,0.1317487535041425,-0.10059937451317243,0,0.99,-0.99
PBR,2014-08-14,2015-02-12,2015-02-13,2015-08-13,1.1338054707173788,-0.2858420915449228,0,0.7722222222222221,-0.11888888888888888
MU,2014-08-14,2015-02-12,2015-02-13,2015-08-13,0.49129782810071826,0.5243494391379294,1,0.33666666666666667,-0.7722222222222221
RIG,2014-08-14,2015-02-12,2015-02-13,2015-08-13,0.5656390563641435,-0.3928622823261784,0,0.7722222222222221,-0.33666666666666667
HAL,2014-08-14,2015-02-12,2015-02-13,2015-08-13,0.328460202790319,0.012061762742234354,0,0.99,-0.01
CSX,2014-08-14,2015-02-12,2015-02-13,2015-08-13,0.1714735305612398,-0.01887235406551409,0,0.11888888888888888,-0.99
