Ticker,Train Start,Train End,Test Start,Test End,Return_Predicted_Train,Return_Predicted_Test,Market_Return_Train,Market_Return_Test,Ratio_Train,Model_train_>_Market_train,Model_test_>_Market_test,Trigger_Up,Trigger_Down
IAG,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.668674897284002,-0.0710277196712328,-0.2324483243475689,0.8135532281852145,-2.87666043263949,1,0,0.5555555555555556,-0.5555555555555556
HBAN,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.26341051383724085,0.013524531827846437,-0.6451575991945255,0.0,0,1,2.2222222222222223,-2.2222222222222223
F,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0678095206408671,1.3384520598001783,-0.008437908169130058,-0.3366524081921359,-8.036295167201162,1,1,1.1111111111111112,-1.6666666666666667
BAC,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0594759589925888,0.07823706019956915,-0.23065103727049008,-0.7086389408556086,-0.2578612248894415,1,1,1.6666666666666667,-1.6666666666666667
TU,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.4269503133862929,0.37072692632384496,-0.13112710798217503,-0.1373435154320789,-3.2560034302314596,1,1,0.0,0.0
MRVL,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.11765013829191967,0.031425222027123556,0.009725699812000638,0.0,0,0,2.7777777777777777,-1.6666666666666667
QCOM,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.14337490884170923,-0.1669160522984006,0.21189682916044247,-0.09837987668317734,0.6766260231914545,0,0,1.1111111111111112,-1.6666666666666667
EXC,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.3745028080917205,-0.7598293468247659,-0.2246363564936806,-0.2181172795782197,-1.6671513638187765,1,0,0.0,0.0
PBR,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.4725584148469451,-0.3825973585727006,-0.12810790334887656,0.22336105029946077,-3.6887530159636257,1,0,0.0,0.0
TSM,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.054954086739947,0.10027278295577288,-0.06300715926299452,0.07163364180255355,-0.8721879764578234,1,1,2.2222222222222223,-1.1111111111111112
CTRA,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.12856212297884906,0.008807018031378719,-0.1409271458388603,-0.07608227266149879,-0.9122594672132953,1,1,1.6666666666666667,-1.1111111111111112
VTRS,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.49989983315399306,0.3744668100629479,0.024796292948676912,0.2735508645817829,20.160264850422607,1,1,0.5555555555555556,-0.5555555555555556
MU,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.5673757009066979,-0.11980720220272717,-0.3347546148188806,0.27861515282570204,-1.6949003114226737,1,0,1.1111111111111112,-0.5555555555555556
C,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.5901402218315663,0.9524679885588394,-0.3332855666573502,-0.7953907101245805,-1.7706744031861648,1,1,0.5555555555555556,0.0
DVN,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1670436072838258,-0.11057936213842637,0.03131407130429509,-0.4857144493338111,5.3344582906699145,1,1,0.5555555555555556,0.0
WMT,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0495857878333852,-0.23147010007977392,0.13607503966879397,-0.15072840122903197,0.36440031878055507,0,0,0.0,-2.7777777777777777
APH,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0218874918217503,-0.04217408577639003,0.20411569410686703,-0.26024095848204004,0.10723081298339981,0,1,2.2222222222222223,-1.1111111111111112
MS,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.927455495864369,-0.26919953798302054,-0.6888623227963481,0.8224583628573849,-1.3463582854981568,1,0,0.5555555555555556,-0.5555555555555556
PPL,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1764240616244987,-0.782644056144447,-0.24323128556809964,-0.09971594902336095,-0.725334576974489,1,0,1.6666666666666667,-0.5555555555555556
SONY,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1231231422044494,-0.014955687762424216,-0.2386018695949973,-0.27790874609091576,-0.5160191846503072,1,1,1.6666666666666667,0.0
WFC,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0317663857995598,0.5992597136716109,0.16544632346348076,-0.3834462356751595,0.1920041807793429,0,1,1.6666666666666667,-1.1111111111111112
PFE,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.004223298402780996,-0.22998633470523477,-0.13362697348045155,-0.160457485531658,-0.03160513399937796,1,0,1.6666666666666667,0.0
PCG,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0711023760284005,-0.5381550604303983,0.09975067613621225,0.040881934081550324,0.7128009431365486,0,0,1.1111111111111112,-1.1111111111111112
RIG,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.021712359742512,0.7566254397422284,-0.09096191930719283,-0.38723939858041306,-0.23869724724239733,1,1,1.6666666666666667,-1.6666666666666667
CCL,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0230574406866974,0.07438189790216285,0.03579357536311177,-0.3963694583390331,0.6441781926725317,0,1,1.6666666666666667,-2.2222222222222223
B,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.6551563373806674,-0.38735311347711815,-0.17755360604784298,0.32811596371933077,-3.6899072452751605,1,0,0.0,0.0
CSCO,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.022548386694999714,-0.10209824263285122,-0.2323504584088624,-0.0,1,1,2.2222222222222223,-2.2222222222222223
HAL,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.5150823766890837,0.6872512991086516,-0.0035002530673972493,-0.39042915218131174,-147.15575324731978,1,1,0.0,-0.5555555555555556
LOW,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0552891411698002,-0.00864292491905001,0.031160426396915825,-0.1877406059978101,1.7743384017130321,1,1,1.1111111111111112,-1.6666666666666667
CSX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1521804617200826,0.052495492641008626,0.02470103234449475,-0.6773483714415371,6.160894799767341,1,1,0.0,0.0
WDC,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.14703909688310235,-0.8307919154883537,-0.2721507358284111,-0.013643657283401445,-0.5402855018397207,1,0,1.6666666666666667,0.0
NOK,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.3155716544734195,-0.5400218440137184,-0.33783328098252396,-0.36283246453439005,-0.9341046967179766,1,0,1.6666666666666667,-0.5555555555555556
HD,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.20352154655777016,-0.39861900843554754,-0.03482974541084668,-0.05274925202279439,-5.843325702127856,1,0,0.5555555555555556,-1.1111111111111112
MNST,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.34835004761907373,-0.23463105768002265,-0.39722046971458547,0.39474243656071517,-0.876969023951292,1,0,0.5555555555555556,0.0
SBUX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0483060711049008,0.44634573374569686,-0.06893625026004695,-0.19688697801054106,-0.7007354029654456,1,1,1.6666666666666667,-1.1111111111111112
RF,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.49383382012098903,0.7889951265645957,-0.44227676069744887,-0.2921315128072754,-1.1165719386707933,1,1,1.1111111111111112,-1.1111111111111112
IPG,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.11467458710083255,-1.1141060444098774,-0.058552302522254296,-0.33651147632319856,-1.958498336717801,1,0,1.1111111111111112,0.0
VLY,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.021386571546158,-0.032714946691863915,0.09372040880984578,-0.5795860220345896,0.22819545729415597,0,1,1.6666666666666667,-1.6666666666666667
UNH,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.14733177474415982,-0.20215582344152128,-0.2746027354271027,0.012651595524923297,-0.5365269741942217,1,0,1.1111111111111112,-0.5555555555555556
NGD,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.6263512196311467,-0.10811397803931218,-0.4574851716056603,0.3615177621232535,-1.3691180796807207,1,0,0.0,0.0
HL,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.721646933327095,-0.46927783553558977,-0.6194076760045455,-0.3195500833545919,-1.165059719605088,1,0,0.0,0.0
SLB,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.31612079701164936,0.2231682616414252,0.06390272989490273,-0.40322548646176004,4.9469059855745705,1,1,0.5555555555555556,0.0
CMCSA,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.13045282389367385,-0.18722888512697142,0.04113905934381409,-0.27373489189619293,3.171021067920687,1,1,0.0,0.0
EXAS,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.9791581930073399,-0.5166167189521916,-0.6970478696133009,0.8594256328041474,-1.4047215918621836,1,0,0.5555555555555556,0.0
BAX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.01609777491918001,-0.24302569277042158,0.1430834875598576,-0.22479423136050092,0.11250616820788395,0,0,0.5555555555555556,-1.1111111111111112
NEE,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1231580257639425,-0.23391913035948922,-0.16476482674415505,0.0648662926822774,-0.7474776516178473,1,0,1.6666666666666667,0.0
BKR,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.048538032141605195,-0.503249561039999,0.027320953750309646,-0.39939107708209115,1.7765863002149067,1,0,1.1111111111111112,-1.6666666666666667
AMD,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.13983859357472397,-0.2520030027434858,-0.13901581902193855,-0.25551610599974967,-1.00591856781893,1,1,1.6666666666666667,-1.1111111111111112
LEN,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.08593419359912349,0.8555632443949986,-0.12086962642005405,-0.00033041076080993215,-0.7109659899210687,1,1,1.1111111111111112,-1.6666666666666667
KO,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.07897063924721179,-0.23373989099391812,-0.12306259050375082,-0.15819932283207958,-0.6417111725338241,1,0,1.1111111111111112,-1.1111111111111112
CPRT,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.08977333023174679,-0.11851359634741193,0.15537709818811357,-0.302946877375259,0.5777771066560856,0,1,0.0,-1.1111111111111112
BP,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.027354462142975804,-0.01987607810571647,-0.10951153006666207,-0.07897981631777987,-0.24978613782790307,1,1,1.6666666666666667,-0.5555555555555556
XOM,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0088275517971597,-0.5033537551916997,-0.0925765366399596,-0.0016658283647527777,-0.09535409421818215,1,0,1.6666666666666667,-1.6666666666666667
JHX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.018858520126645805,0.2631884418810589,-0.22300778170731772,-0.04562380510439909,-0.08456440390674935,1,1,1.6666666666666667,-1.1111111111111112
ABT,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.05085410191385341,0.054650266809636576,-0.14569453306631885,0.0,0,1,1.6666666666666667,-1.6666666666666667
ITUB,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.093045170602267,0.18343923024466288,-0.16675422793454264,0.09741480571366207,-0.557977880109827,1,1,1.1111111111111112,-1.1111111111111112
^VIX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0231387604310365,0.3750137988983315,0.5506706721853462,0.8162632016683602,0.04201923508875082,0,0,1.6666666666666667,-1.6666666666666667
APA,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.008437884553324518,-0.2542954554851565,0.05423435233204025,-0.3018651644736355,0.15558191792657647,0,1,1.1111111111111112,-1.6666666666666667
SHEL,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.20177852060526102,-0.4858040020521157,-0.08204261920422323,-0.07874536027201208,-2.4594353832486404,1,0,0.0,0.0
CNQ,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.23214287512651263,0.44995810419119847,0.1660781031722745,-0.2654947571143135,1.3977933917375518,1,1,0.0,-0.5555555555555556
TEVA,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0071537068125904,-0.1068138197893586,-0.00586150900697003,-0.0002479045777960369,-1.2204548016703196,1,0,1.6666666666666667,-2.2222222222222223
BCS,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.22475211914946963,-0.7413465599197508,-0.31734946293411287,-0.6496463413727851,-0.7082164786777407,1,0,1.6666666666666667,0.0
LYG,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,0.8553886177852152,-0.5115672989015353,-0.9567809536215306,-0.0,1,1,2.2222222222222223,-2.2222222222222223
TSCO,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,0.23373836829612063,0.06146897936536229,-0.16614686038169363,0.0,0,1,1.6666666666666667,-1.6666666666666667
VZ,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1146446289420208,0.020800818492118518,-0.09864989013016767,0.036764980902788943,-1.162136407762322,1,0,1.1111111111111112,-0.5555555555555556
BMY,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.003970376959415997,0.07478384445504585,0.008815902053769087,0.08984004331664297,0.4503653664934413,0,0,1.6666666666666667,-1.1111111111111112
NEM,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.4203280938058342,0.523069937541146,-0.014432513440619701,0.32151784884089674,-29.12369321776195,1,1,0.0,0.0
USB,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0299170732033242,-0.16966061447150318,0.05725710341448611,-0.6358081970342644,0.5225041334479233,0,1,1.6666666666666667,-1.6666666666666667
CLF,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.43860426127309393,0.8160978752830214,0.2837734546801204,-0.8406488957102003,1.5456141300020623,1,1,0.0,-1.1111111111111112
BBD,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.19458666824923238,0.35280744997224545,-0.24381688673435006,0.009695968902457115,-0.7980852797174942,1,1,1.1111111111111112,0.0
DIS,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.04612496946072471,0.03150660793732337,0.02501413303356162,-0.497127406065249,1.8439563505494494,1,1,0.5555555555555556,-1.6666666666666667
LUV,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.27910624427622466,0.2871395998588145,-0.8579746007074417,0.0,0,1,1.6666666666666667,-1.6666666666666667
WIT,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.12189454005854232,-0.2691362507106423,-0.04972527416428029,-0.11033992439610468,-2.4513598387780067,1,0,1.1111111111111112,-2.2222222222222223
BSX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1874247602274835,-0.7388952119341118,0.007066318681086852,-0.35955535240386227,26.523677842202297,1,0,0.5555555555555556,-0.5555555555555556
BB,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.05683739845761728,0.3146314841622069,-0.05172436208155299,-0.6067996768033064,-1.0988516082228843,1,1,1.6666666666666667,-1.1111111111111112
LNW,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.5090690201983888,0.009534710008510484,0.18146323908102602,-0.15494289528283706,2.805356185508636,1,1,0.5555555555555556,-0.5555555555555556
CVX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.011360048378018094,-0.26053689243220496,-0.005752039659460733,-0.0510674204796952,-1.9749600229778534,1,0,1.6666666666666667,-1.1111111111111112
BBWI,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.15528097767566718,-0.11002679582639209,0.1658188504307136,-0.6124760056323953,0.9364494885371938,0,1,1.1111111111111112,-1.1111111111111112
FAST,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0650025176612638,0.09596864674791594,0.21699146916898002,-0.46070726992761063,0.29956254921083425,0,1,0.5555555555555556,-1.6666666666666667
CCJ,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.2024966564210963,-0.35444061042227565,-0.30935070376208096,0.001712708638377771,-0.6545860538168834,1,0,0.5555555555555556,-0.5555555555555556
GOOG,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.01498567021536465,0.0058120193612636595,-0.18432568898748497,0.0,0,1,2.2222222222222223,-1.6666666666666667
ES,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.04146898859998919,-0.06676086651957261,0.04833069167600581,-0.10985137769655973,0.858025969874063,0,1,2.2222222222222223,-0.5555555555555556
KR,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0549963987799113,-0.19196848400500002,0.09056255312184847,-0.19020661464430966,0.6072752686854548,0,0,1.6666666666666667,-2.2222222222222223
HPQ,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.05135126726792309,0.22382275606249882,0.008651819184937716,-0.38032110692232635,5.935314431596361,1,1,1.1111111111111112,-1.6666666666666667
IRM,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0011348262655161,0.2511357635155086,0.0631659370551759,-0.06575492709214456,0.01796579483218655,0,1,1.6666666666666667,-1.6666666666666667
ON,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.3295940059983453,-0.17494421630160378,0.3747650042337461,-0.18164752228159137,0.8794684729761293,0,1,0.5555555555555556,-1.6666666666666667
AZN,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.10223209449342494,-0.031813384631552984,0.17899093033554064,-0.20454813550802858,0.5711579592428411,0,1,0.0,-1.6666666666666667
TGT,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.048066650403850095,0.24037576287022697,0.06687122547016272,-0.40850289652283917,0.7187942207713385,0,1,1.1111111111111112,-1.6666666666666667
HST,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.9935945812117066,-0.09311994099466722,-0.8086073532950881,-0.0,1,0,1.6666666666666667,-1.6666666666666667
T,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.10747191391146899,-0.29108125307712424,-0.19939864436659002,-0.0006141197642009237,-0.5389801633449636,1,0,2.2222222222222223,-0.5555555555555556
GOOGL,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.014985352746130595,0.005811921334819864,-0.1843254276476175,0.0,0,1,2.2222222222222223,-1.6666666666666667
LUMN,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.171445153127989,-0.11077241602907939,0.15968790305963623,-0.2048482758302802,1.0736264290724762,1,1,0.0,-1.1111111111111112
VALE,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.5654881459364172,0.10809879397505207,-0.37248146338879634,0.0352497733016225,-1.5181645303679456,1,1,0.0,0.0
TJX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.0,-0.1419744891456797,-0.010874413147639622,-0.17668704329443224,-0.0,1,1,2.2222222222222223,-2.2222222222222223
CRM,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.15414840538591568,-0.5785392350555735,0.022783914760032185,-0.24716357948662115,6.765668104426227,1,0,0.5555555555555556,-1.6666666666666667
NFLX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.1389135535741553,-0.3961564886459947,-0.1447913091157788,0.4388384585721884,-0.959405329107678,1,0,1.1111111111111112,-1.1111111111111112
LRCX,2008-03-20,2008-09-17,2008-09-18,2009-03-19,0.06110283060940141,-0.6601340457296545,-0.1504278781463223,-0.1158617878814862,-0.40619352850251755,1,0,0.5555555555555556,0.0
CDE,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.49192401737492963,-0.1625289133740481,-0.06678990359355425,1.0386383075722279,-7.365245207846118,1,0,1.1111111111111112,0.0
ORCL,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.112493961492037,-0.1356557267831808,0.023958782612542348,0.25613956649160985,4.695312082891339,1,0,2.2222222222222223,-1.1111111111111112
AMZN,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0396123432241779,0.0260146117589618,0.08768787123104155,0.2950894455688363,0.4517425576429675,0,0,1.6666666666666667,-1.6666666666666667
ASX,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.06135703548493307,-0.2584519634862782,0.008524730895142184,0.7664300577276137,7.197533416555983,1,0,1.6666666666666667,0.0
PTEN,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.5176780423224746,-0.43438015808168756,-0.3546444203246411,0.5369957097580046,-1.459710100185963,1,0,1.1111111111111112,0.0
FHN,2008-09-18,2009-03-19,2009-03-20,2009-09-17,1.0088170467164292,-0.41184026594398504,0.2470863944452267,0.4784785366099935,4.082851461657718,1,0,0.0,0.0
KMB,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0,-0.009581863176853007,-0.26690655881791614,0.2495800794619348,-0.0,1,0,1.6666666666666667,-2.2222222222222223
OXY,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0,0.0,0.0812815869972304,0.371351336987953,0.0,0,0,2.2222222222222223,-1.6666666666666667
ERIC,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0748919813094994,-0.008193645268425587,0.12210440280594595,0.3169293160860721,0.6133438237155235,0,0,0.5555555555555556,-2.2222222222222223
AES,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.08604251385853191,0.008374411979447577,-0.31534668968841084,0.901727555192697,-0.2728505377479915,1,0,1.6666666666666667,-1.1111111111111112
MSTR,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.008197690582922662,-0.3929280566236022,-0.42881249848141106,0.6962796121129055,-0.019117191341096205,1,0,2.2222222222222223,0.0
MRK,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0,0.0007555302008316993,-0.07148881788976867,0.2291021532944159,-0.0,1,0,1.6666666666666667,-1.6666666666666667
NVDA,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.3620870593910108,0.2886936221565609,0.15209314105499955,0.5442530698262883,2.3806928891032224,1,0,0.5555555555555556,-0.5555555555555556
CAG,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.12828172376047386,-0.1043985368298501,-0.24548898223099358,0.42277795454645734,-0.5225559314094463,1,0,1.6666666666666667,0.0
MCHP,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.04978524848142438,-0.07041543633780581,-0.25186118047054584,0.3465062746288543,-0.1976694002164679,1,0,1.6666666666666667,-0.5555555555555556
FE,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.094195890579402,-0.0323886110038569,-0.4201659571338206,0.21413252970131205,-0.2241873454526472,1,0,1.6666666666666667,0.0
BA,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.07358326766419228,-0.0993379917996244,-0.44395452141302727,0.5491719740191149,-0.16574505746667473,1,0,2.2222222222222223,0.0
NVO,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.04241683948331149,-0.0781526599013447,-0.010029624004590502,0.3747521725100588,-4.229155496147966,1,0,1.6666666666666667,-1.1111111111111112
EQT,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.6826331770575483,-0.09823489156825103,0.06794751484185386,0.27974874818244955,10.046477470829654,1,0,0.0,-0.5555555555555556
INFY,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0,-0.0626605565411523,-0.09685825887444124,0.6927007527354221,-0.0,1,0,2.2222222222222223,-1.6666666666666667
UMC,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.02593801165109383,0.041265829779658425,0.5431181423487823,0.6702494088778592,0.047757586478186224,0,0,1.6666666666666667,-1.1111111111111112
JNJ,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0210594091899967,-0.0976221563002998,-0.2879673177171664,0.1847741656992197,-0.0731312475212228,1,0,1.6666666666666667,-1.6666666666666667
PBR-A,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.6175543153823465,0.45231755507753074,0.159072622618863,0.45854708540862416,3.8822162180729407,1,0,0.0,0.0
KEY,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.8118139197498404,-0.8942519866763496,0.2694097384104955,0.15506903156402607,3.013305771868172,1,0,1.1111111111111112,-1.1111111111111112
CNC,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0,-0.077069962739972,-0.11160083235648549,0.22707274529298943,-0.0,1,0,2.2222222222222223,-1.6666666666666667
MDLZ,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.1065603792177989,-0.17124123011383202,-0.353590727434112,0.22102812180610343,-0.3013664413404487,1,0,1.6666666666666667,0.0
MDT,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.6613221024597061,-0.2184162732931055,-0.5527374911274116,0.34388859390005505,-1.1964487900229384,1,0,0.5555555555555556,0.0
GAP,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.2259244377450933,-0.10162642175794459,-0.249275778786572,0.6739194849351232,-0.9063232651196651,1,0,2.7777777777777777,-1.1111111111111112
MSFT,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0513213480695964,0.13636344316321528,-0.2652616650697948,0.43828076894235685,-0.19347442479520321,1,0,1.6666666666666667,-1.6666666666666667
GSK,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.12637446966929705,-0.19136885472007148,-0.32718477766114695,0.3317313180975129,-0.3862480112084504,1,0,2.2222222222222223,-0.5555555555555556
TXN,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0285652563005597,-0.0700881530906062,-0.20887673581126245,0.4423468434732373,-0.13675652383983436,1,0,1.6666666666666667,-1.1111111111111112
GGB,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.39549532385949027,-0.07755676690018926,-0.4669096196243018,1.0580814766685556,-0.8470489945735645,1,0,1.6666666666666667,0.0
KGC,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.11270537513248938,-0.0487217260845251,0.5552311496799436,0.30988583374037754,0.20298820625870334,0,0,1.1111111111111112,-2.2222222222222223
PLUG,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0,0.0,-0.18870724615696333,0.257453262514595,-0.0,1,0,2.2222222222222223,-1.6666666666666667
INTC,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.004616544653231504,0.2090902574603043,-0.10622318236315523,0.32345919930693984,-0.043460801592711526,1,0,1.1111111111111112,-1.6666666666666667
ABEV,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.12138758009192639,0.34545188455871906,0.04854587623176778,0.6411183685398351,2.500471502716269,1,0,1.1111111111111112,-1.6666666666666667
FCX,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.22075136671728562,0.01777617027734712,-0.08821173184801057,0.6990438597330143,-2.502517092597635,1,0,1.1111111111111112,-1.6666666666666667
EQNR,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.0914215470060303,-0.125211706409299,-0.028909874732573504,0.3249730851917247,-3.1622948162768507,1,0,1.6666666666666667,-2.2222222222222223
NKE,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.2938792966261806,0.16801991215034862,-0.2092444296432025,0.29365320366866,-1.40447847107469,1,0,0.5555555555555556,-1.1111111111111112
AAPL,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.034078425858823216,0.3567177478656894,-0.1509211810103137,0.6204233810365974,-0.22580280402453484,1,0,1.1111111111111112,-2.2222222222222223
AMAT,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.036201133642313046,-0.1375278374236421,-0.24155695206508465,0.3016748563963156,-0.1498658321891687,1,0,1.6666666666666667,-0.5555555555555556
IAG,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.116784289934759,0.5126301357753364,0.8135532281852145,0.651590910290564,0.14354843160695044,0,0,0.0,-2.2222222222222223
HBAN,2008-09-18,2009-03-19,2009-03-20,2009-09-17,0.38381858935109037,1.4012792139910313,-0.6451575991945255,1.344486739594394,-0.5949222171920241,1,1,1.6666666666666667,-1.1111111111111112
F,2008-09-18,2009-03-19,2009-03-20,2009-09-17,2.037843122283063,0.6533423328940655,-0.3366524081921359,1.0580303050757462,-6.053255740027308,1,0,0.0,0.0
